AREA_SHORT,LHIN7,LHIN8,AREA_NAME,LONGITUDE,LATITUDE,Point_Coun,AnalysisAr,2018/20_Male_0+,2018/20_Female_0+,2018/20_BothSexes_0+,2018/20_Male_0+_in%,2018/20_Female_0+_in%,2018/20_BothSexes_0+_in%,2018/20_Male_0-4,2018/20_Female_0-4,2018/20_BothSexes_0-4,2018/20_Male_0-4_in%,2018/20_Female_0-4_in%,2018/20_BothSexes_0-4_in%,2018/20_Male_5-19,2018/20_Female_5-19,2018/20_BothSexes_5-19,2018/20_Male_5-19_in%,2018/20_Female_5-19_in%,2018/20_BothSexes_5-19_in%,2018/20_Male_20-44,2018/20_Female_20-44,2018/20_BothSexes_20-44,2018/20_Male_20-44_in%,2018/20_Female_20-44_in%,2018/20_BothSexes_20-44_in%,2018/20_Male_45-64,2018/20_Female_45-64,2018/20_BothSexes_45-64,2018/20_Male_45-64_in%,2018/20_Female_45-64_in%,2018/20_BothSexes_45-64_in%,2018/20_Male_65-74,2018/20_Female_65-74,2018/20_BothSexes_65-74,2018/20_Male_65-74_in%,2018/20_Female_65-74_in%,2018/20_BothSexes_65-74_in%,2018/20_Male_75+,2018/20_Female_75+,2018/20_BothSexes_75+,2018/20_Male_75+_in%,2018/20_Female_75+_in%,2018/20_BothSexes_75+_in%,2015/17_Male_0+,2015/17_Female_0+,2015/17_BothSexes_0+,2015/17_Male_0+_in%,2015/17_Female_0+_in%,2015/17_BothSexes_0+_in%,2015/17_Male_0-4,2015/17_Female_0-4,2015/17_BothSexes_0-4,2015/17_Male_0-4_in%,2015/17_Female_0-4_in%,2015/17_BothSexes_0-4_in%,2015/17_Male_5-19,2015/17_Female_5-19,2015/17_BothSexes_5-19,2015/17_Male_5-19_in%,2015/17_Female_5-19_in%,2015/17_BothSexes_5-19_in%,2015/17_Male_20-44,2015/17_Female_20-44,2015/17_BothSexes_20-44,2015/17_Male_20-44_in%,2015/17_Female_20-44_in%,2015/17_BothSexes_20-44_in%,2015/17_Male_45-64,2015/17_Female_45-64,2015/17_BothSexes_45-64,2015/17_Male_45-64_in%,2015/17_Female_45-64_in%,2015/17_BothSexes_45-64_in%,2015/17_Male_65-74,2015/17_Female_65-74,2015/17_BothSexes_65-74,2015/17_Male_65-74_in%,2015/17_Female_65-74_in%,2015/17_BothSexes_65-74_in%,2015/17_Male_75+,2015/17_Female_75+,2015/17_BothSexes_75+,2015/17_Male_75+_in%,2015/17_Female_75+_in%,2015/17_BothSexes_75+_in%
94,?,?,Wychwood,-79.42551494999999,43.67691927,0,1.68272199,6565,5911,12476,43.91,34.62,38.96,291,290,581,38.589999999999996,42.769999999999996,40.57,445,424,869,22.29,22.29,22.29,2118,1642,3760,36,25.32,30.4,2021,1262,3283,53.44,30.84,41.69,517,677,1194,40.14,41.18,40.72,1173,1616,2789,93.98999999999999,71.06,79.19,5712.0,5386.0,11098.0,41.8,35.15,38.28,266.0,249.0,515.0,40.55,40.03,40.3,428.0,458.0,886.0,22.41,26.910000000000004,24.53,1588.0,1476.0,3064.0,30.110000000000003,26.139999999999997,28.060000000000002,1795.0,1150.0,2945.0,50.28,29.810000000000002,39.65,454.0,588.0,1042.0,40.83,41.29,41.089999999999996,1181.0,1465.0,2646.0,?,70.7,82.28
92,?,?,Corso Italia-Davenport,-79.44749598999999,43.67766289,0,1.89013927,4973,5044,10017,34.55,34.56,34.56,421,320,741,50.6,44.44,47.74,534,468,1002,28.189999999999998,24.32,26.24,1649,1799,3448,27.75,30.33,29.04,1379,1178,2557,35.43,32.03,33.78,424,526,950,41.25,45.74,43.62,566,753,1319,70.40000000000001,63.28,66.15000000000001,5589.0,5366.0,10955.0,38.4,36.2,37.29,497.0,411.0,908.0,61.21,54.65,58.06,611.0,534.0,1145.0,29.830000000000002,27.02,28.45,2053.0,1975.0,4028.0,35.339999999999996,33.06,34.18,1308.0,1308.0,2616.0,31.72,34.06,32.85,481.0,406.0,887.0,49.489999999999995,36.910000000000004,42.81,639.0,732.0,1371.0,81.09,61.92999999999999,69.59
91,?,?,Weston-Pelham Park,-79.46025050999999,43.67394754,0,1.45650259,4905,5173,10078,39.95,43.06,41.49,415,350,765,59.8,51.019999999999996,55.43,558,593,1151,29.9,36.79,33.09,1520,1958,3478,31.68,39.59,35.69,1596,1375,2971,46.15,43.76,45.02,488,385,873,50.94,41.94,46.54,328,512,840,65.08,72.11,69.19,5725.0,5735.0,11460.0,44.97,46.62,45.78,540.0,457.0,997.0,78.26,70.52000000000001,74.51,714.0,680.0,1394.0,35.03,36.089999999999996,35.54,1986.0,2080.0,4066.0,40.28,42.160000000000004,41.22,1718.0,1465.0,3183.0,45.57,45.019999999999996,45.32,452.0,456.0,908.0,53.81,52.29,53.04,315.0,597.0,912.0,67.89,84.08,77.67999999999999
90,?,?,Junction Area,-79.47144083000001,43.66788821,0,2.63305136,5261,5614,10875,33.28,34.51,33.9,403,352,755,45.28,44.0,44.67,549,576,1125,26.07,27.560000000000002,26.81,1923,2045,3968,29.29,28.84,29.05,1418,1589,3007,31.19,36.38,33.73,523,519,1042,46.12,42.75,44.38,445,533,978,78.34999999999999,75.5,76.77000000000001,5795.0,6447.0,12242.0,39.03,43.15,41.1,499.0,350.0,849.0,58.839999999999996,42.269999999999996,50.660000000000004,625.0,582.0,1207.0,30.73,30.76,30.74,1889.0,2656.0,4545.0,30.77,41.22,36.12,1905.0,1808.0,3713.0,43.980000000000004,44.86,44.4,434.0,401.0,835.0,45.88,40.18,42.95,443.0,650.0,1093.0,81.14,86.67,84.34
121,?,?,Oakridge,-79.27970951,43.69740744,0,1.87881981,5658,6256,11914,36.1,39.41,37.76,659,511,1170,60.129999999999995,48.39,54.37,711,745,1456,22.29,24.380000000000003,23.31,1693,2486,4179,30.35,40.2,35.53,1730,1448,3178,39.92,38.78,39.39,427,462,889,46.01,47.14,46.59,438,604,1042,80.22,69.75,73.8,5234.0,5540.0,10774.0,34.43,35.97,35.21,595.0,438.0,1033.0,54.989999999999995,39.6,47.21,709.0,643.0,1352.0,22.71,21.580000000000002,22.16,1512.0,2143.0,3655.0,29.03,36.56,33.019999999999996,1664.0,1344.0,3008.0,37.61,36.839999999999996,37.260000000000005,408.0,403.0,811.0,49.760000000000005,41.72,45.410000000000004,346.0,569.0,915.0,63.6,67.74,66.11
120,?,?,Clairlea-Birchmount,-79.28138144,43.71359169,0,7.40036335,11138,13741,24879,32.57,38.1,35.41,1309,1035,2344,61.279999999999994,49.519999999999996,55.47,1471,1380,2851,24.52,23.35,23.94,3416,4913,8329,27.58,37.93,32.87,2784,3556,6340,28.87,36.26,32.59,950,1221,2171,40.02,43.21,41.75,1208,1636,2844,73.03999999999999,66.07,68.86,8403.0,9517.0,17920.0,30.880000000000003,33.63,32.28,795.0,713.0,1508.0,47.72,43.32,45.53,1181.0,1085.0,2266.0,24.19,23.259999999999998,23.740000000000002,2593.0,3145.0,5738.0,27.1,30.82,29.01,2268.0,2410.0,4678.0,28.03,30.85,29.419999999999998,680.0,743.0,1423.0,38.46,36.39,37.35,886.0,1421.0,2307.0,71.57000000000001,73.78,72.91
119,?,?,Wexford/Maryvale,-79.29863657,43.74857214,0,10.2675995,9575,10685,20260,32.17,34.53,33.37,815,642,1457,52.239999999999995,40.839999999999996,46.52,1117,1092,2209,22.119999999999997,23.68,22.86,2926,3438,6364,28.06,32.88,30.47,2562,2616,5178,30.16,29.81,29.98,875,1060,1935,35.51,38.77,37.23,1280,1837,3117,72.22999999999999,65.8,68.3,9097.0,9872.0,18969.0,32.05,33.519999999999996,32.8,804.0,643.0,1447.0,51.54,46.260000000000005,49.05,1197.0,994.0,2191.0,24.0,21.41,22.75,2668.0,3030.0,5698.0,27.839999999999996,31.6,29.72,2320.0,2510.0,4830.0,27.7,29.360000000000003,28.54,874.0,850.0,1724.0,41.739999999999995,35.12,38.19,1234.0,1845.0,3079.0,69.17,64.47,66.27000000000001
118,?,?,Tam O'Shanter-Sullivan,-79.30291739,43.78013056,1,5.42375921,8336,10202,18538,30.15,32.55,31.43,784,639,1423,54.29,49.08,51.82,1063,947,2010,23.919999999999998,22.619999999999997,23.29,2077,2666,4743,22.69,27.68,25.25,1912,2151,4063,26.07,25.77,25.91,833,996,1829,33,30.44,31.56,1667,2803,4470,60.71,60.93,60.85,7857.0,10083.0,17940.0,29.139999999999997,32.97,31.18,790.0,584.0,1374.0,52.39,41.239999999999995,46.989999999999995,935.0,888.0,1823.0,21.18,21.18,21.18,1974.0,2917.0,4891.0,22.43,30.439999999999998,26.610000000000003,1750.0,2359.0,4109.0,23.5,28.389999999999997,26.080000000000002,732.0,917.0,1649.0,31.99,30.2,30.97,1676.0,2418.0,4094.0,66.92999999999999,59.760000000000005,62.5
116,?,?,Steeles,-79.32120759999999,43.81295906,0,4.56270509,5850,6008,11858,23.84,22.52,23.15,553,462,1015,48.0,44.94,46.56,684,608,1292,18.130000000000003,17.5,17.83,1162,1352,2514,15.72,17.49,16.62,1409,1289,2698,21.37,16.85,18.94,773,868,1641,25.55,24.53,25,1269,1429,2698,48.77,43.94,46.09,5691.0,6337.0,12028.0,22.630000000000003,22.79,22.71,700.0,562.0,1262.0,51.4,45.92,48.8,802.0,593.0,1395.0,21.39,16.97,19.259999999999998,1168.0,1592.0,2760.0,14.84,18.25,16.630000000000003,1222.0,1449.0,2671.0,17.09,17.41,17.259999999999998,735.0,780.0,1515.0,26.57,24.94,25.7,1064.0,1361.0,2425.0,47.29,46.67,46.94
115,?,?,Mount Dennis,-79.49998906,43.68814408,0,2.1302976,5412,6577,11989,38.83,43.36,41.19,540,451,991,59.870000000000005,52.08,56.05,596,690,1286,23.169999999999998,26.0,24.61,1810,2364,4174,37,43.62,40.48,1490,1770,3260,37.95,42.82,40.45,531,574,1105,50.28,48.24,49.2,445,728,1173,75.42,80.53,78.51000000000001,5692.0,7003.0,12695.0,40.64,46.22,43.54,658.0,507.0,1165.0,75.11,55.839999999999996,65.3,764.0,736.0,1500.0,28.15,27.24,27.7,1803.0,2655.0,4458.0,36.57,49.5,43.31,1563.0,1849.0,3412.0,38.88,44.489999999999995,41.730000000000004,426.0,602.0,1028.0,47.44,54.92999999999999,51.55,478.0,654.0,1132.0,84.15,70.78,75.87
114,?,?,Lambton Baby Point,-79.49604366,43.65741873,0,1.7829405,2723,3174,5897,32.69,35.29,34.04,228,188,416,44.53,38.06,41.35,543,446,989,29.9,26.71,28.37,725,1055,1780,27.46,35.31,31.63,676,789,1465,28.74,30.44,29.63,264,290,554,43.14,38.98,40.86,287,406,693,72.11,80.24,76.66,2726.0,3497.0,6223.0,33.239999999999995,38.8,36.15,287.0,310.0,597.0,51.25,54.58,52.92999999999999,554.0,491.0,1045.0,30.71,29.51,30.130000000000003,691.0,1115.0,1806.0,26.410000000000004,37.54,32.33,584.0,796.0,1380.0,25.3,30.47,28.05,331.0,355.0,686.0,57.470000000000006,52.510000000000005,54.79,279.0,430.0,709.0,83.03999999999999,82.06,82.44
113,?,?,Weston,-79.51572255000001,43.70271605,1,2.5667708,8788,10158,18946,39.25,43.29,41.32,827,708,1535,56.96,52.21,54.67,1020,968,1988,25.3,24.9,25.1,2834,3878,6712,35.2,45.93,40.69,2421,2670,5091,38.7,41.97,40.35,787,882,1669,48.58,45.42,46.86,899,1052,1951,92.11,71.37,79.63,7887.0,9274.0,17161.0,40.97,45.22,43.160000000000004,896.0,705.0,1601.0,65.69,54.65,60.32000000000001,856.0,819.0,1675.0,25.52,25.28,25.4,2446.0,3582.0,6028.0,36.339999999999996,48.46,42.69,2129.0,2361.0,4490.0,37.260000000000005,42.18,39.69,831.0,702.0,1533.0,63.73,45.410000000000004,53.79,729.0,1105.0,1834.0,92.75,76.52000000000001,82.24
112,?,?,Beechborough-Greenbrook,-79.47947250999999,43.69321648,1,1.8343716,2802,3556,6358,41.83,47.99,45.07,290,208,498,65.32000000000001,52.529999999999994,59.29,319,324,643,24.61,25.880000000000003,25.24,858,1227,2085,38.07,48.19,43.44,707,873,1580,39.59,43.87,41.84,255,310,565,46.88,54.77,50.9,373,614,987,99.73,93.03,95.45,2754.0,3888.0,6642.0,41.239999999999995,50.760000000000005,46.32,320.0,298.0,618.0,72.4,66.22,69.28,366.0,448.0,814.0,28.28,33.04,30.72,943.0,1340.0,2283.0,40.89,52.14,46.82,601.0,930.0,1531.0,33.019999999999996,44.63,39.22,216.0,301.0,517.0,48.21,55.129999999999995,52.010000000000005,308.0,571.0,879.0,83.7,87.31,86.01
111,?,?,Rockcliffe-Smythe,-79.49441955,43.67479053,1,5.07316668,9351,10368,19719,39.64,42.28,40.99,890,803,1693,66.02000000000001,62.15,64.13,985,1036,2021,25.45,27.73,26.57,3048,3573,6621,37.01,43.29,40.15,2491,2502,4993,37.86,37.3,37.58,908,1046,1954,43.61,43.88,43.75,1029,1408,2437,69.90000000000001,65.61,67.36,9086.0,10349.0,19435.0,39.3,43.010000000000005,41.19,890.0,686.0,1576.0,64.59,55.77,60.42999999999999,1222.0,1211.0,2433.0,30.660000000000004,31.9,31.26,2878.0,3464.0,6342.0,36.269999999999996,43.07,39.7,2362.0,2512.0,4874.0,35.089999999999996,37.5,36.29,804.0,1013.0,1817.0,44.47,45.839999999999996,45.22,930.0,1463.0,2393.0,72.66,70.13,71.09
110,?,?,Keelesdale-Eglinton West,-79.47143783999999,43.6857275,0,1.75138013,4462,4784,9246,40.16,41.69,40.94,394,380,774,61.760000000000005,59.94,60.85,482,473,955,27.610000000000003,28.189999999999998,27.89,1347,1649,2996,33.84,41.54,37.69,1271,1151,2422,39.28,36.29,37.8,474,526,1000,55.63,48.7,51.76,494,605,1099,75.08,64.23,68.69,4465.0,5120.0,9585.0,41.0,45.54,43.3,465.0,355.0,820.0,80.17,61.629999999999995,70.92999999999999,549.0,594.0,1143.0,29.9,33.83,31.82,1407.0,1814.0,3221.0,36.15,46.089999999999996,41.15,1121.0,1173.0,2294.0,35.68,37.989999999999995,36.82,384.0,468.0,852.0,46.38,49.260000000000005,47.92,539.0,716.0,1255.0,88.07000000000001,76.33,80.97
80,?,?,Palmerston-Little Italy,-79.41840873,43.6591571,0,1.43582987,4059,4549,8608,28.01,29.45,28.75,233,195,428,46.05,39.8,42.97,277,320,597,20.07,25.2,22.53,1582,2106,3688,21.37,25.55,23.57,1017,888,1905,30.84,27.96,29.43,398,376,774,38.72,33.57,36.03,552,664,1216,63.01000000000001,57.94,60.14,4203.0,4431.0,8634.0,28.55,28.410000000000004,28.48,241.0,191.0,432.0,45.989999999999995,39.96,43.11,357.0,359.0,716.0,27.21,28.4,27.8,1706.0,1973.0,3679.0,22.59,23.57,23.1,897.0,727.0,1624.0,25.919999999999998,22.86,24.46,434.0,397.0,831.0,43.230000000000004,34.58,38.62,568.0,784.0,1352.0,65.44,67.94,66.86
79,?,?,University,-79.40117983,43.66250624,1,1.40575435,3329,3029,6358,32.03,28.4,30.19,?,?,224,?,?,31.91,?,?,397,?,?,15.74,1249,1316,2565,22.11,23.57,22.84,1174,450,1624,56.82000000000001,25.03,42.03,231,276,507,36.67,36.41,36.53,390,651,1041,77.38,76.77,77,2972.0,2885.0,5857.0,29.939999999999998,28.55,29.24,120.0,106.0,226.0,24.39,21.72,23.06,205.0,218.0,423.0,15.069999999999999,15.64,15.36,1168.0,1131.0,2299.0,23.07,22.55,22.81,835.0,557.0,1392.0,42.089999999999996,32.230000000000004,37.5,218.0,235.0,453.0,39.35,35.71,37.38,426.0,638.0,1064.0,89.5,77.8,82.1
78,?,?,Kensington-Chinatown,-79.39723985000001,43.65355419,1,1.53522176,7309,8438,15747,36.83,40.88,38.89,403,286,689,60.510000000000005,53.160000000000004,57.23,420,494,914,22.48,27.939999999999998,25.14,3497,3685,7182,34.04,35.41,34.73,1568,1915,3483,34.77,41.79,38.31,645,845,1490,46.34,54.1,50.44,776,1213,1989,68.31,67.99,68.12,6516.0,8419.0,14935.0,33.65,42.53,38.14,431.0,266.0,697.0,58.4,44.04,51.94,501.0,474.0,975.0,25.96,28.21,27.01,2462.0,3542.0,6004.0,25.509999999999998,36.64,31.080000000000002,1739.0,2184.0,3923.0,36.97,47.44,42.15,557.0,760.0,1317.0,48.86,52.779999999999994,51.05,826.0,1193.0,2019.0,68.83,66.2,67.26
74,?,?,North St.James Town,-79.37524686,43.66962172,0,0.42408278,7434,6425,13859,35.22,34.13,34.7,683,471,1154,62.55,48.160000000000004,55.75,549,464,1013,22.44,20.57,21.54,2475,2494,4969,23.82,27.33,25.46,2541,1715,4256,46.62,39.33,43.38,709,624,1333,60.39,50.08,55.08,477,657,1134,85.78999999999999,76.22,79.97,7525.0,6486.0,14011.0,35.730000000000004,34.3,35.05,711.0,498.0,1209.0,61.19,50.92,56.5,557.0,504.0,1061.0,23.32,21.369999999999997,22.36,2792.0,2421.0,5213.0,27.139999999999997,26.860000000000003,27.01,2357.0,1707.0,4064.0,41.78,37.82,40.019999999999996,705.0,668.0,1373.0,66.51,57.489999999999995,61.79,403.0,688.0,1091.0,77.8,77.47999999999999,77.6
73,?,?,Moss Park,-79.3674541,43.65652813,1,1.3974247,20274,9064,29338,80.56,47.12,66.07,422,411,833,49.3,54.220000000000006,51.61,458,412,870,28.910000000000004,27.139999999999997,28.05,7749,4294,12043,63.96,40.94,53.28,8414,2593,11007,?,58.43,88.58,1843,822,2665,97.72,60.53,82.15,1388,532,1920,?,78.7,?,15396.0,7718.0,23114.0,69.76,48.260000000000005,60.73,474.0,350.0,824.0,65.65,51.470000000000006,58.77,414.0,390.0,804.0,28.95,27.9,28.43,5462.0,3198.0,8660.0,53.33,38.31,46.58,6916.0,2709.0,9625.0,90.62,68.58,83.1,1381.0,625.0,2006.0,96.57000000000001,59.98,81.15,749.0,446.0,1195.0,?,77.7,?
72,?,?,Regent Park,-79.36050883,43.65999215,0,0.65051767,5573,4312,9885,44.97,36.94,41.07,393,298,691,69.92999999999999,53.989999999999995,62.03,417,451,868,23.77,26.28,25.01,2252,1790,4042,39.37,32.12,35.8,1739,1211,2950,51.18,42.2,47.06,506,306,812,72.08,49.04,61.24,266,256,522,?,75.74,87.58,3762.0,3078.0,6840.0,40.9,37.08,39.089999999999996,263.0,192.0,455.0,60.6,47.519999999999996,54.3,377.0,367.0,744.0,24.2,23.53,23.86,1160.0,1186.0,2346.0,32.79,35.19,33.96,1401.0,931.0,2332.0,47.95,42.47,45.6,393.0,271.0,664.0,75.58,53.35,64.59,168.0,131.0,299.0,74.34,48.88,60.529999999999994
71,?,?,Cabbagetown-South St.James Town,-79.36610666,43.66764773,0,1.41844801,5670,3361,9031,38.61,29.13,34.44,?,?,299,?,?,36.64,?,?,550,?,?,30.09,1767,1176,2943,29.84,24.25,27.32,1909,744,2653,37.05,24.77,32.53,860,425,1285,59.39,32.39,46.56,677,624,1301,80.02000000000001,59.88,68.91,6063.0,3679.0,9742.0,42.37,33.14,38.339999999999996,171.0,158.0,329.0,46.22,42.7,44.46,228.0,211.0,439.0,26.82,22.740000000000002,24.69,1649.0,1319.0,2968.0,28.3,29.0,28.610000000000003,2483.0,879.0,3362.0,48.19,28.65,40.9,950.0,389.0,1339.0,67.57000000000001,31.47,50.68,582.0,723.0,1305.0,82.44,75.95,78.71000000000001
70,?,?,South Riverdale,-79.33561757,43.6492002,1,11.03412353,9573,9007,18580,31.69,30.04,30.87,825,601,1426,46.3,36.12,41.38,796,761,1557,21.94,20.79,21.36,2873,3584,6457,22.83,27.46,25.18,3165,2110,5275,36.22,26.91,31.82,958,737,1695,42.69,34.86,38.89,956,1214,2170,77.97999999999999,73.31,75.28999999999999,8735.0,8543.0,17278.0,30.15,30.46,30.3,877.0,614.0,1491.0,46.95,36.37,41.93,783.0,771.0,1554.0,22.46,22.919999999999998,22.69,2666.0,3403.0,6069.0,21.96,27.610000000000003,24.8,2705.0,2033.0,4738.0,31.98,27.49,29.889999999999997,798.0,699.0,1497.0,41.3,40.64,40.989999999999995,906.0,1023.0,1929.0,83.27000000000001,65.83,73.01
69,?,?,Blake-Jones,-79.33739420000001,43.67617291,0,0.94154655,2789,2968,5757,34.27,35.42,34.85,216,201,417,46.75,41.7,44.17,365,362,727,25.56,26.580000000000002,26.06,994,1238,2232,31.22,37.72,34.52,723,726,1449,32.36,31,31.67,274,216,490,49.28,35.76,42.24,217,225,442,79.2,73.05,75.95,2862.0,2877.0,5739.0,34.79,34.43,34.61,267.0,202.0,469.0,43.910000000000004,38.4,41.36,360.0,338.0,698.0,25.46,25.490000000000002,25.47,969.0,1089.0,2058.0,30.45,33.28,31.889999999999997,861.0,783.0,1644.0,37.9,32.87,35.32,195.0,252.0,447.0,41.67,47.37,44.7,210.0,213.0,423.0,74.47,66.97999999999999,70.5
68,?,?,North Riverdale,-79.35126049,43.6719952,0,1.78671603,3456,3047,6503,26.15,22.6,24.36,284,177,461,40.46,31.610000000000003,36.53,446,397,843,21.259999999999998,20.05,20.67,860,848,1708,18.74,18.03,18.39,1129,782,1911,28.65,19.89,24.28,370,370,740,30.88,27.95,29.34,367,473,840,53.03,48.07,50.12,3981.0,3330.0,7311.0,30.65,25.0,27.79,322.0,174.0,496.0,42.82,26.2,35.03,444.0,446.0,890.0,21.53,23.7,22.57,1134.0,965.0,2099.0,25.639999999999997,20.490000000000002,22.990000000000002,1343.0,837.0,2180.0,33.21,21.03,27.169999999999998,362.0,340.0,702.0,33.58,28.669999999999998,31.01,376.0,568.0,944.0,59.67999999999999,63.25,61.779999999999994
67,?,?,Playter Estates-Danforth,-79.35488728999999,43.67970047,0,0.88791458,2536,2303,4839,29.84,26.32,28.06,140,106,246,34.65,29.78,32.37,252,236,488,19.78,20.0,19.89,643,735,1378,21.48,22.67,22.1,760,482,1242,31.35,20.44,25.97,291,233,524,33.45,26.06,29.71,450,511,961,84.59,70.97,76.76000000000001,2658.0,2150.0,4808.0,32.06,25.419999999999998,28.71,176.0,114.0,290.0,38.43,29.380000000000003,34.28,309.0,230.0,539.0,24.52,20.830000000000002,22.8,712.0,708.0,1420.0,23.73,21.6,22.619999999999997,865.0,457.0,1322.0,35.739999999999995,19.73,27.910000000000004,236.0,218.0,454.0,32.510000000000005,29.139999999999997,30.8,360.0,423.0,783.0,84.51,67.78999999999999,74.57000000000001
66,?,?,Danforth,-79.32981934,43.6840255,0,1.12007133,3186,2911,6097,31.74,28.87,30.3,251,183,434,42.980000000000004,32.33,37.74,415,343,758,25.119999999999997,23.080000000000002,24.16,834,906,1740,23.22,24.28,23.76,734,696,1430,27.49,26.26,26.88,476,349,825,49.9,39.57,44.93,476,434,910,81.22999999999999,56.66,67.31,3170.0,2894.0,6064.0,30.99,28.339999999999996,29.660000000000004,284.0,176.0,460.0,42.14,30.660000000000004,36.86,374.0,364.0,738.0,23.82,24.46,24.130000000000003,834.0,948.0,1782.0,22.29,24.4,23.36,827.0,571.0,1398.0,29.96,21.02,25.53,400.0,324.0,724.0,43.2,39.42,41.42,451.0,511.0,962.0,80.82000000000001,70.39,74.92
65,?,?,Greenwood-Coxwell,-79.32431802000001,43.6726123,0,1.67575422,4832,5107,9939,31.18,32.33,31.76,562,384,946,51.65,39.1,45.7,580,560,1140,24.580000000000002,24.759999999999998,24.66,1555,1802,3357,25.09,28.26,26.7,1283,1185,2468,30.36,29.02,29.7,390,551,941,38.24,45.69,42.27,462,625,1087,76.48999999999999,70.54,72.95,4995.0,5065.0,10060.0,32.07,31.5,31.78,589.0,412.0,1001.0,50.260000000000005,39.46,45.17,529.0,543.0,1072.0,24.95,25.660000000000004,25.31,1713.0,1862.0,3575.0,26.54,28.560000000000002,27.560000000000002,1331.0,1245.0,2576.0,30.7,28.04,29.35,437.0,443.0,880.0,49.21,40.42,44.35,396.0,560.0,956.0,65.35,64.81,65.03
64,?,?,Woodbine Corridor,-79.31540738,43.67677292,0,1.59621716,4608,4550,9158,34.55,32.12,33.3,355,344,699,43.83,39.089999999999996,41.36,678,521,1199,28.78,23.72,26.34,1441,1434,2875,29.6,27.31,28.41,1298,1242,2540,33.18,30.88,32.01,428,477,905,46.52,44.17,45.25,408,532,940,86.81,72.28,77.94,4608.0,4479.0,9087.0,35.89,32.64,34.21,451.0,401.0,852.0,47.57,42.75,45.17,580.0,489.0,1069.0,27.619999999999997,24.7,26.2,1516.0,1469.0,2985.0,31.22,28.130000000000003,29.619999999999997,1331.0,1168.0,2499.0,35.63,29.439999999999998,32.44,375.0,400.0,775.0,48.7,44.15,46.239999999999995,355.0,552.0,907.0,82.56,77.75,79.56
63,?,?,The Beaches,-79.29960104,43.67105014,0,3.59693517,6125,6309,12434,26.71,25.15,25.9,504,352,856,41.86,31.26,36.74,942,846,1788,23.11,20.880000000000003,22,1849,1913,3762,25.14,22.46,23.7,1515,1717,3232,21.47,22.96,22.23,691,773,1464,31.47,30.97,31.2,624,708,1332,59.66,50.14,54.19,5708.0,6437.0,12145.0,25.59,26.5,26.07,572.0,483.0,1055.0,42.69,40.660000000000004,41.730000000000004,936.0,844.0,1780.0,23.740000000000002,21.669999999999998,22.72,1568.0,2014.0,3582.0,21.54,23.869999999999997,22.79,1496.0,1739.0,3235.0,21.259999999999998,23.1,22.21,593.0,662.0,1255.0,31.21,30.96,31.080000000000002,543.0,695.0,1238.0,67.37,62.95,64.82000000000001
62,?,?,East End-Danforth,-79.29935862000001,43.68417397,0,2.6398719,7412,8460,15872,32.25,34.77,33.54,725,623,1348,47.63,44.0,45.88,926,933,1859,24.759999999999998,25.240000000000002,25,2056,2701,4757,24.8,30.68,27.83,2155,2225,4380,31.94,31.08,31.49,829,848,1677,45.35,42.61,43.92,721,1130,1851,84.03,89.26,87.15000000000001,7407.0,7927.0,15334.0,33.55,33.67,33.61,683.0,549.0,1232.0,47.5,38.339999999999996,42.93,939.0,897.0,1836.0,26.75,24.45,25.580000000000002,2157.0,2676.0,4833.0,26.560000000000002,31.110000000000003,28.9,2092.0,1921.0,4013.0,31.369999999999997,27.99,29.660000000000004,857.0,789.0,1646.0,53.83,46.47,50.03,679.0,1095.0,1774.0,90.78,85.67999999999999,87.56
61,?,?,Taylor-Massey,-79.29590118,43.69499822,0,1.06324446,11613,8427,20040,54.41,43.75,49.35,823,633,1456,68.02000000000001,50.56,59.14,941,899,1840,28.43,28.5,28.47,4936,3506,8442,55.99,43.33,49.93,3523,1956,5479,58.78,43.99,52.48,897,536,1433,68.37,43.23,56.15,493,897,1390,70.22999999999999,83.36,78.17999999999999,10806.0,7060.0,17866.0,52.15,38.06,45.489999999999995,705.0,599.0,1304.0,55.339999999999996,47.089999999999996,51.220000000000006,875.0,616.0,1491.0,27.169999999999998,20.240000000000002,23.8,4978.0,2990.0,7968.0,56.98,37.85,47.9,3154.0,1748.0,4902.0,53.839999999999996,40.61,48.239999999999995,580.0,384.0,964.0,56.31,37.5,46.93,514.0,723.0,1237.0,85.1,71.72999999999999,76.74
60,?,?,Woodbine-Lumsden,-79.31116366000001,43.6941069,1,1.19668854,2866,2869,5735,34.83,33.51,34.16,217,225,442,39.739999999999995,44.82,42.18,327,289,616,28.24,27.47,27.87,757,910,1667,24.87,28.47,26.71,728,764,1492,30.43,30.88,30.66,502,280,782,71.1,35.44,52.27,335,401,736,87.7,73.18,79.14,2712.0,3020.0,5732.0,34.489999999999995,36.58,35.56,280.0,246.0,526.0,59.83,52.120000000000005,55.96,271.0,278.0,549.0,26.78,28.080000000000002,27.419999999999998,686.0,1046.0,1732.0,23.16,33.589999999999996,28.51,760.0,819.0,1579.0,31.380000000000003,32.660000000000004,32.03,333.0,272.0,605.0,53.54,43.730000000000004,48.63,382.0,359.0,741.0,?,65.27000000000001,79.85
