AREA_SHORT,LHIN7,LHIN8,AREA_NAME,LONGITUDE,LATITUDE,Point_Coun,AnalysisAr,2018/20_Male_0+,2018/20_Female_0+,2018/20_BothSexes_0+,2018/20_Male_0+_in%,2018/20_Female_0+_in%,2018/20_BothSexes_0+_in%,2018/20_Male_0-4,2018/20_Female_0-4,2018/20_BothSexes_0-4,2018/20_Male_0-4_in%,2018/20_Female_0-4_in%,2018/20_BothSexes_0-4_in%,2018/20_Male_5-19,2018/20_Female_5-19,2018/20_BothSexes_5-19,2018/20_Male_5-19_in%,2018/20_Female_5-19_in%,2018/20_BothSexes_5-19_in%,2018/20_Male_20-44,2018/20_Female_20-44,2018/20_BothSexes_20-44,2018/20_Male_20-44_in%,2018/20_Female_20-44_in%,2018/20_BothSexes_20-44_in%,2018/20_Male_45-64,2018/20_Female_45-64,2018/20_BothSexes_45-64,2018/20_Male_45-64_in%,2018/20_Female_45-64_in%,2018/20_BothSexes_45-64_in%,2018/20_Male_65-74,2018/20_Female_65-74,2018/20_BothSexes_65-74,2018/20_Male_65-74_in%,2018/20_Female_65-74_in%,2018/20_BothSexes_65-74_in%,2018/20_Male_75+,2018/20_Female_75+,2018/20_BothSexes_75+,2018/20_Male_75+_in%,2018/20_Female_75+_in%,2018/20_BothSexes_75+_in%,2015/17_Male_0+,2015/17_Female_0+,2015/17_BothSexes_0+,2015/17_Male_0+_in%,2015/17_Female_0+_in%,2015/17_BothSexes_0+_in%,2015/17_Male_0-4,2015/17_Female_0-4,2015/17_BothSexes_0-4,2015/17_Male_0-4_in%,2015/17_Female_0-4_in%,2015/17_BothSexes_0-4_in%,2015/17_Male_5-19,2015/17_Female_5-19,2015/17_BothSexes_5-19,2015/17_Male_5-19_in%,2015/17_Female_5-19_in%,2015/17_BothSexes_5-19_in%,2015/17_Male_20-44,2015/17_Female_20-44,2015/17_BothSexes_20-44,2015/17_Male_20-44_in%,2015/17_Female_20-44_in%,2015/17_BothSexes_20-44_in%,2015/17_Male_45-64,2015/17_Female_45-64,2015/17_BothSexes_45-64,2015/17_Male_45-64_in%,2015/17_Female_45-64_in%,2015/17_BothSexes_45-64_in%,2015/17_Male_65-74,2015/17_Female_65-74,2015/17_BothSexes_65-74,2015/17_Male_65-74_in%,2015/17_Female_65-74_in%,2015/17_BothSexes_65-74_in%,2015/17_Male_75+,2015/17_Female_75+,2015/17_BothSexes_75+,2015/17_Male_75+_in%,2015/17_Female_75+_in%,2015/17_BothSexes_75+_in%
56,?,?,Leaside-Bennington,-79.36607191,43.70379655,0,4.78676803,4448,4677,9125,24.5,23.74,24.1,326,273,599,39.95,35.730000000000004,37.91,881,763,1644,22.259999999999998,20.5,21.41,1077,1148,2225,21.1,20.92,21.01,1047,1177,2224,18.73,18.9,18.82,445,428,873,27.04,22.38,24.54,672,888,1560,64.62,55.92,59.36,4254.0,4452.0,8706.0,24.880000000000003,24.009999999999998,24.43,323.0,291.0,614.0,38.36,34.89,36.63,908.0,789.0,1697.0,23.97,21.580000000000002,22.8,953.0,1023.0,1976.0,19.5,19.45,19.47,1103.0,1123.0,2226.0,20.68,19.1,19.85,408.0,423.0,831.0,29.23,26.910000000000004,28.0,559.0,803.0,1362.0,65.76,59.92999999999999,62.19
55,?,?,Thorncliffe Park,-79.34998353,43.70774948,0,3.12749926,6825,7272,14097,28.83,29.92,29.38,1055,802,1857,49.480000000000004,40.589999999999996,45.2,1242,841,2083,20.93,15.559999999999999,18.37,1955,2438,4393,23.69,26.25,25.04,1358,1348,2706,25.96,28.66,27.23,444,556,1000,38.68,37.77,38.17,771,1287,2058,79.32000000000001,87.91,84.47999999999999,5719.0,6549.0,12268.0,25.7,28.560000000000002,27.15,942.0,674.0,1616.0,42.82,33.04,38.11,1039.0,767.0,1806.0,18.4,14.61,16.57,1524.0,2153.0,3677.0,19.84,24.78,22.46,1182.0,1224.0,2406.0,24.22,28.85,26.380000000000003,400.0,544.0,944.0,40.08,41.339999999999996,40.8,632.0,1187.0,1819.0,74.7,84.91,81.06
54,?,?,O'Connor-Parkview,-79.31222774,43.70680048,0,4.87839336,7610,7469,15079,38.97,36.43,37.67,563,430,993,54.129999999999995,43.43,48.92,833,808,1641,24.57,25.419999999999998,24.98,2260,2418,4678,33.88,34.48,34.19,2413,1921,4334,41.82,32.37,37.03,720,715,1435,44.23,38.61,41.24,821,1177,1998,79.86,76.53,77.86,7027.0,7696.0,14723.0,36.239999999999995,37.8,37.04,702.0,506.0,1208.0,60.21,48.75,54.81,872.0,973.0,1845.0,25.330000000000002,29.380000000000003,27.32,2188.0,2557.0,4745.0,33.45,36.69,35.12,1981.0,1959.0,3940.0,34.11,32.760000000000005,33.42,611.0,597.0,1208.0,42.730000000000004,37.88,40.19,673.0,1104.0,1777.0,67.03,74.49,71.47999999999999
53,?,?,Henry Farm,-79.34123774,43.77114378,0,2.59450581,5303,6042,11345,26.49,27.67,27.11,678,578,1256,46.95,42.010000000000005,44.54,757,608,1365,23.080000000000002,19.35,21.26,2032,2585,4617,21.46,25.13,23.37,1082,1355,2437,27.04,29.43,28.32,359,381,740,32.94,27.93,30.15,395,535,930,54.11,50.57,52.01000000000001,3005.0,3572.0,6577.0,24.71,27.619999999999997,26.21,357.0,317.0,674.0,44.85,38.19,41.45,528.0,382.0,910.0,22.78,17.64,20.29,1019.0,1339.0,2358.0,20.07,25.080000000000002,22.64,576.0,792.0,1368.0,20.5,26.160000000000004,23.43,234.0,337.0,571.0,34.21,38.739999999999995,36.739999999999995,291.0,405.0,696.0,61.129999999999995,57.69,59.08
52,?,?,Bayview Village,-79.37711704,43.77636045,0,5.16107717,4855,6004,10859,24.46,26.26,25.42,396,363,759,40.33,39.72,40.03,484,442,926,19.77,19.68,19.73,1453,1979,3432,17.94,21.05,19.61,930,1224,2154,19.09,21.15,20.21,569,589,1158,29.48,26.06,27.64,1023,1407,2430,67.3,62.2,64.25,4528.0,5655.0,10183.0,24.55,26.76,25.73,357.0,324.0,681.0,43.75,41.22,42.510000000000005,599.0,525.0,1124.0,23.240000000000002,21.03,22.15,1399.0,1628.0,3027.0,19.880000000000003,20.71,20.32,853.0,1260.0,2113.0,17.419999999999998,21.380000000000003,19.59,400.0,507.0,907.0,23.580000000000002,25.45,24.59,920.0,1411.0,2331.0,64.7,67.0,66.07000000000001
50,?,?,Newtonbrook East,-79.40593745,43.79153579,1,4.08628396,3064,3312,6376,23.37,23.39,23.38,244,157,401,44.69,34.13,39.86,287,210,497,17.330000000000002,14.34,15.93,911,965,1876,18.74,19.37,19.06,684,740,1424,19.62,18.44,18.99,286,393,679,20.97,25.22,23.24,652,847,1499,54.33,50.36,52.01000000000001,4208.0,4589.0,8797.0,25.55,25.44,25.490000000000002,249.0,214.0,463.0,39.9,34.08,36.980000000000004,368.0,313.0,681.0,18.47,15.84,17.16,1260.0,1247.0,2507.0,19.919999999999998,19.05,19.48,1042.0,1109.0,2151.0,21.77,21.25,21.5,392.0,551.0,943.0,26.810000000000002,31.669999999999998,29.45,897.0,1155.0,2052.0,69.97,59.910000000000004,63.92999999999999
49,?,?,Bayview Woods-Steeles,-79.38211794,43.79680188,0,4.09050803,4020,4676,8696,27.23,27.61,27.44,239,235,474,43.769999999999996,46.81,45.23,476,415,891,21.68,20.669999999999998,21.19,996,1109,2105,21.26,21.52,21.4,788,1022,1810,19.64,21.2,20.49,467,581,1048,27.47,28.26,27.9,1054,1314,2368,64.90000000000001,54.89,58.92999999999999,3860.0,4522.0,8382.0,28.8,29.26,29.05,285.0,136.0,421.0,57.46,35.05,47.62,441.0,373.0,814.0,21.119999999999997,19.19,20.19,715.0,925.0,1640.0,18.0,20.98,19.57,686.0,995.0,1681.0,18.64,22.7,20.85,518.0,580.0,1098.0,33.25,29.47,31.139999999999997,1215.0,1513.0,2728.0,75.47,64.11,68.72
48,?,?,Hillcrest Village,-79.354804,43.80298783,0,5.3975693,4379,5438,9817,25.57,28.29,27.01,239,214,453,44.42,37.28,40.74,572,449,1021,20.41,19.3,19.91,1001,1171,2172,19.65,22.04,20.87,863,1199,2062,18.39,21.78,20.22,518,684,1202,26.48,26.8,26.66,1186,1721,2907,58.08,58.38,58.26000000000001,4296.0,5334.0,9630.0,24.4,27.05,25.8,360.0,228.0,588.0,50.28,36.19,43.68,575.0,431.0,1006.0,20.669999999999998,17.93,19.4,834.0,1571.0,2405.0,15.62,26.560000000000002,21.369999999999997,954.0,1116.0,2070.0,19.05,19.59,19.34,594.0,728.0,1322.0,30.0,28.910000000000004,29.389999999999997,979.0,1260.0,2239.0,54.879999999999995,49.22,51.54
20,?,?,Alderwood,-79.54161093,43.6049369,0,4.9806764,5479,6111,11590,42.95,46.69,44.85,553,386,939,66.78999999999999,59.379999999999995,63.53,612,671,1283,35.79,36.67,36.24,1509,1939,3448,34.8,43.93,39.41,1545,1437,2982,39.33,38.99,39.16,573,613,1186,49.91,48.42,49.13,687,1065,1752,85.23999999999999,85.75,85.55,5580.0,6304.0,11884.0,45.31,49.269999999999996,47.32,529.0,387.0,916.0,76.22,59.17,67.95,656.0,769.0,1425.0,39.42,43.54,41.55,1396.0,1855.0,3251.0,33.22,43.730000000000004,38.5,1666.0,1657.0,3323.0,41.69,44.3,42.96,597.0,552.0,1149.0,56.42999999999999,49.730000000000004,53.0,736.0,1084.0,1820.0,?,84.42,91.64
19,?,?,Long Branch,-79.53334509,43.59236203,0,2.2629411,4405,4449,8854,40.15,39.45,39.8,308,330,638,49.04,51.89,50.47,393,425,818,29.03,30.839999999999996,29.94,1554,1656,3210,36.24,36.7,36.48,1302,1129,2431,40.19,36.4,38.33,472,461,933,47.87,44.07,45.92,376,448,824,79.32000000000001,74.17,76.44,4272.0,4482.0,8754.0,42.739999999999995,43.7,43.230000000000004,325.0,254.0,579.0,62.739999999999995,49.03,55.89,455.0,483.0,938.0,34.730000000000004,36.15,35.45,1526.0,1726.0,3252.0,41.79,45.760000000000005,43.8,1210.0,1167.0,2377.0,36.730000000000004,36.81,36.769999999999996,399.0,372.0,771.0,49.14,41.8,45.3,357.0,480.0,837.0,87.07000000000001,84.21000000000001,85.41
18,?,?,New Toronto,-79.51036144,43.6005815,1,3.48522237,4965,5416,10381,41.24,43.48,42.38,370,306,676,54.9,49.04,52.08,482,571,1053,29.139999999999997,36.739999999999995,32.82,1751,1782,3533,38.07,38.22,38.15,1298,1516,2814,37.67,42.97,40.35,517,525,1042,48.14,45.73,46.89,547,716,1263,92.40000000000001,76.17,82.44,4638.0,5401.0,10039.0,41.88,47.3,44.63,392.0,308.0,700.0,62.82000000000001,53.470000000000006,58.33,556.0,493.0,1049.0,34.489999999999995,33.58,34.06,1420.0,1805.0,3225.0,34.13,42.410000000000004,38.32,1414.0,1620.0,3034.0,42.69,48.33,45.53,406.0,528.0,934.0,47.760000000000005,57.39,52.77,450.0,647.0,1097.0,87.21000000000001,76.47999999999999,80.53999999999999
16,?,?,Stonegate-Queensway,-79.50112821,43.63551813,0,7.94944679,8736,9337,18073,32.52,33.56,33.05,764,556,1320,50.0,44.13,47.35,1255,1199,2454,27.95,29.55,28.71,2384,2885,5269,27.04,30.61,28.88,2403,2292,4695,29.9,28.33,29.11,905,846,1751,36.76,32.31,34.47,1025,1559,2584,67.08,65.84,66.32000000000001,9755.0,9948.0,19703.0,37.769999999999996,36.97,37.36,1013.0,757.0,1770.0,67.9,51.85,59.96,1473.0,1223.0,2696.0,34.260000000000005,31.619999999999997,33.010000000000005,2519.0,3011.0,5530.0,30.1,33.68,31.95,2616.0,2542.0,5158.0,32.72,31.18,31.95,906.0,748.0,1654.0,41.480000000000004,34.0,37.730000000000004,1228.0,1667.0,2895.0,82.64,72.78999999999999,76.67
15,?,?,Kingsway South,-79.51057677,43.6535204,0,2.6393414,2688,2804,5492,28.55,26.5,27.47,169,158,327,42.89,37.62,40.17,513,446,959,26.919999999999998,24.4,25.68,527,586,1113,20.88,21,20.94,620,652,1272,22.61,21.25,21.89,360,356,716,35.02,28.08,31.18,499,606,1105,60.85,50.25,54.54,2750.0,3281.0,6031.0,29.9,31.71,30.860000000000003,192.0,256.0,448.0,48.730000000000004,53.11,51.14,608.0,518.0,1126.0,30.55,28.28,29.46,540.0,771.0,1311.0,22.240000000000002,27.77,25.19,566.0,677.0,1243.0,20.75,22.009999999999998,21.419999999999998,308.0,332.0,640.0,32.29,29.169999999999998,30.589999999999996,536.0,727.0,1263.0,76.35,69.64,72.34
13,?,?,Etobicoke West Mall,-79.56893829000001,43.64506313,0,1.79725467,5025,5873,10898,41.87,45.37,43.69,443,409,852,64.77000000000001,62.160000000000004,63.49,623,657,1280,31.919999999999998,36.54,34.13,1519,1882,3401,34.23,41.25,37.79,1449,1547,2996,44.34,43.75,44.03,399,419,818,42.9,35.75,38.92,592,959,1551,81.09999999999999,78.74,79.62,4576.0,5406.0,9982.0,42.07,46.13,44.18,352.0,300.0,652.0,61.32000000000001,60.73,61.05,646.0,654.0,1300.0,35.15,38.739999999999995,36.87,1256.0,1554.0,2810.0,33.37,40.28,36.87,1305.0,1395.0,2700.0,41.06,40.43,40.739999999999995,398.0,368.0,766.0,49.38,37.94,43.13,619.0,1135.0,1754.0,86.45,90.08,88.77000000000001
12,?,?,Markland Wood,-79.57343133000001,43.63354187,0,2.95533075,3676,4484,8160,35.92,38.12,37.1,242,163,405,60.2,40.15,50.12,493,496,989,30.77,32.589999999999996,31.66,807,963,1770,29.3,31.59,30.51,914,1177,2091,28.98,33.06,31.14,411,529,940,33.15,36.58,35,809,1156,1965,74.77000000000001,64.94,68.66,3607.0,4523.0,8130.0,36.4,40.21,38.43,237.0,199.0,436.0,65.11,58.19,61.760000000000005,532.0,493.0,1025.0,32.239999999999995,32.31,32.269999999999996,738.0,984.0,1722.0,28.04,33.13,30.74,867.0,1223.0,2090.0,27.45,34.589999999999996,31.22,400.0,513.0,913.0,36.9,40.08,38.62,833.0,1111.0,1944.0,81.51,69.7,74.31
11,?,?,Eringate-Centennial-West Deane,-79.5804452,43.65801662,1,8.6497944,6696,8091,14787,34.47,38.97,36.8,466,374,840,50.760000000000005,45.61,48.33,935,947,1882,29.55,31.839999999999996,30.66,1772,2240,4012,28.83,35.91,32.4,1614,2186,3800,28.4,35.04,31.87,713,866,1579,38.29,39.15,38.76,1196,1478,2674,72.40000000000001,64.88,68.03999999999999,6820.0,9209.0,16029.0,35.2,44.0,39.769999999999996,464.0,403.0,867.0,56.45,49.269999999999996,52.870000000000005,1039.0,1114.0,2153.0,31.869999999999997,36.010000000000005,33.88,1755.0,2143.0,3898.0,29.57,35.62,32.61,1636.0,2890.0,4526.0,27.639999999999997,44.68,36.54,773.0,901.0,1674.0,42.989999999999995,42.739999999999995,42.86,1153.0,1758.0,2911.0,70.3,72.46000000000001,71.59
10,?,?,Princess-Rosethorn,-79.54455929,43.66605061,0,5.17374771,3333,3624,6957,28.58,30.44,29.52,249,197,446,48.44,45.6,47.15,623,592,1215,28.01,30.830000000000002,29.32,789,966,1755,23.27,27.54,25.44,884,945,1829,24.82,25.28,25.05,302,371,673,27.31,28.89,28.16,486,553,1039,56.12,54,54.97000000000001,3785.0,3785.0,7570.0,33.54,32.47,33.0,329.0,222.0,551.0,65.8,51.870000000000005,59.379999999999995,674.0,646.0,1320.0,30.28,32.36,31.26,891.0,944.0,1835.0,28.3,28.71,28.51,967.0,942.0,1909.0,27.189999999999998,24.78,25.939999999999998,385.0,336.0,721.0,38.58,30.22,34.17,539.0,695.0,1234.0,62.970000000000006,67.47999999999999,65.42999999999999
9,?,?,Edenbridge-Humber Valley,-79.52245775999999,43.67088586,1,5.51412465,5292,6362,11654,34.05,35.76,34.96,299,299,598,50.339999999999996,46.72,48.46,747,725,1472,28.8,29.619999999999997,29.19,1369,1583,2952,28.98,30.2,29.62,1243,1390,2633,27.34,27.02,27.17,532,761,1293,30.97,36.66,34.08,1102,1604,2706,80.78999999999999,71.54,75.03999999999999,4274.0,5027.0,9301.0,34.15,36.05,35.15,259.0,194.0,453.0,59.67999999999999,44.7,52.19,685.0,670.0,1355.0,31.05,33.67,32.29,1016.0,1177.0,2193.0,27.47,28.689999999999998,28.119999999999997,1066.0,1136.0,2202.0,27.65,26.5,27.04,455.0,534.0,989.0,37.36,39.04,38.239999999999995,793.0,1316.0,2109.0,71.83,74.6,73.53999999999999
8,?,?,Humber Heights-Westmount,-79.52241617999999,43.69223278,0,2.80398501,4303,5150,9453,42.68,43.61,43.18,256,203,459,54.470000000000006,46.35,50.55,456,435,891,26.919999999999998,27.53,27.21,1139,1140,2279,37.3,34.86,36.04,1199,1055,2254,41.75,33.11,37.21,340,563,903,34.55,46.92,41.35,913,1754,2667,90.58,82.12,84.83,5072.0,6442.0,11514.0,39.769999999999996,42.68,41.35,416.0,293.0,709.0,65.41,46.510000000000005,56.0,545.0,547.0,1092.0,25.54,26.05,25.79,1265.0,1671.0,2936.0,31.610000000000003,38.730000000000004,35.31,1209.0,1353.0,2562.0,33.339999999999996,33.28,33.31,450.0,533.0,983.0,40.910000000000004,37.96,39.260000000000005,1187.0,2045.0,3232.0,94.51,79.26,84.25
7,?,?,Willowridge-Martingrove-Richview,-79.55422105,43.68364496,2,5.52003102,7857,9479,17336,34.97,39.04,37.08,639,557,1196,51.95,47.2,49.63,1038,963,2001,26.28,27.139999999999997,26.69,1960,2729,4689,28.06,36.94,32.62,1899,2101,4000,31.08,32.95,32.04,809,985,1794,37.73,38.18,37.98,1512,2144,3656,73.76000000000001,66.79,69.51000000000001,7463.0,8482.0,15945.0,34.6,37.18,35.93,646.0,614.0,1260.0,50.79,53.58,52.11,959.0,854.0,1813.0,25.1,24.9,25.009999999999998,1836.0,2208.0,4044.0,27.889999999999997,32.47,30.22,1782.0,1905.0,3687.0,29.360000000000003,30.85,30.110000000000003,674.0,920.0,1594.0,36.39,41.97,39.42,1566.0,1981.0,3547.0,79.49,64.53,70.38
6,?,?,Kingsview Village-The Westway,-79.54786331,43.69899257,0,5.06570105,8625,10188,18813,34.51,39.45,37.02,869,754,1623,57.629999999999995,48.9,53.21,1159,1029,2188,23.869999999999997,22.23,23.07,2713,3611,6324,30.94,40.44,35.73,2058,2565,4623,32.28,40.61,36.42,742,838,1580,38.01,38.8,38.42,1084,1391,2475,70.66,61.88,65.44,8761.0,9782.0,18543.0,35.55,37.85,36.730000000000004,876.0,700.0,1576.0,55.510000000000005,46.42,51.07,1224.0,1060.0,2284.0,23.59,21.84,22.740000000000002,2495.0,3341.0,5836.0,30.68,38.160000000000004,34.56,2257.0,2433.0,4690.0,34.739999999999995,38.1,36.410000000000004,715.0,794.0,1509.0,41.67,38.730000000000004,40.07,1194.0,1454.0,2648.0,77.72999999999999,63.489999999999995,69.21000000000001
5,?,?,Elms-Old Rexdale,-79.54898248000001,43.72151944,0,2.93244065,3938,4250,8188,38.57,40.76,39.67,316,332,648,57.04,57.44,57.24,508,464,972,23.61,23.65,23.63,1145,1465,2610,33.13,42.27,37.71,1068,1204,2272,38.7,41.95,40.36,442,350,792,57.4,40.98,48.77,459,435,894,88.61,62.32,73.52000000000001,3657.0,4135.0,7792.0,36.230000000000004,39.739999999999995,38.010000000000005,344.0,293.0,637.0,52.44,51.4,51.96,554.0,527.0,1081.0,25.23,25.78,25.5,1121.0,1420.0,2541.0,34.239999999999995,41.38,37.89,1030.0,1132.0,2162.0,36.68,39.36,38.04,248.0,347.0,595.0,36.260000000000005,44.260000000000005,40.53,360.0,416.0,776.0,75.63,59.42999999999999,65.99
4,?,?,Rexdale-Kipling,-79.56622840999999,43.72372548,0,2.50683708,4205,4385,8590,38,38.25,38.13,347,265,612,55.79,43.160000000000004,49.51,459,363,822,26.02,23.15,24.67,1220,1361,2581,32.46,36.25,34.36,1159,1030,2189,36.4,32.05,34.21,400,562,962,40.9,50,45.77,620,804,1424,81.58,67.56,73.03,4387.0,4411.0,8798.0,40.2,38.72,39.44,358.0,313.0,671.0,56.65,51.989999999999995,54.379999999999995,512.0,469.0,981.0,27.23,27.78,27.49,1143.0,1367.0,2510.0,32.32,35.95,34.21,1489.0,1002.0,2491.0,45.79,31.25,38.57,406.0,473.0,879.0,45.519999999999996,47.019999999999996,46.31,479.0,787.0,1266.0,66.34,72.33,69.94
3,?,?,Thistletown-Beaumond Heights,-79.56349102,43.73798792,0,3.34112349,4105,4717,8822,36.89,41.2,39.07,300,281,581,51.370000000000005,47.63,49.49,473,470,943,23.3,24.84,24.04,1091,1701,2792,28.26,42.95,35.7,1156,1139,2295,38.51000000000001,39.06,38.78,449,385,834,50.22,37.82,43.62,636,741,1377,83.91,68.99,75.16,3897.0,4099.0,7996.0,36.64,37.83,37.239999999999995,357.0,254.0,611.0,57.95,47.57,53.129999999999995,464.0,466.0,930.0,23.77,24.32,24.04,1091.0,1274.0,2365.0,30.32,34.769999999999996,32.57,986.0,965.0,1951.0,34.160000000000004,34.81,34.480000000000004,384.0,317.0,701.0,46.38,36.769999999999996,41.480000000000004,615.0,823.0,1438.0,81.35,75.64,77.97999999999999
2,?,?,Mount Olive-Silverstone-Jamestown,-79.58725925,43.74686781,1,4.63983092,12781,13666,26447,36.67,38.15,37.42,1324,1244,2568,59.0,57.379999999999995,58.2,1954,1701,3655,25.36,23.55,24.48,4125,5135,9260,33.81,38.98,36.5,3223,3431,6654,36.93,38.91,37.92,1100,1044,2144,46.57,40.53,43.42,1055,1111,2166,65.28,59.48,62.17,11852.0,13196.0,25048.0,33.6,36.05,34.85,1324.0,1126.0,2450.0,53.65,50.04,51.92999999999999,1890.0,1800.0,3690.0,23.28,23.09,23.19,3854.0,4932.0,8786.0,31.65,36.17,34.04,2977.0,3232.0,6209.0,33.5,36.96,35.22,976.0,1048.0,2024.0,44.04,42.160000000000004,43.05,831.0,1058.0,1889.0,59.02,62.46,60.9
1,?,?,West Humber-Clairville,-79.59635622,43.71618038,1,30.15997801,12296,13652,25948,32.94,36.93,34.92,1104,919,2023,58.11,52.94,55.64,1490,1335,2825,24.39,23.68,24.05,4105,4769,8874,29.03,33.92,31.47,2966,3480,6446,30.12,37.06,33.51,1221,1533,2754,39.49,44.82,42.29,1410,1616,3026,62.95,59.32,60.96,11357.0,12203.0,23560.0,30.9,33.94,32.4,959.0,741.0,1700.0,51.17,44.160000000000004,47.86,1574.0,1428.0,3002.0,23.16,23.419999999999998,23.28,3606.0,4339.0,7945.0,27.119999999999997,32.660000000000004,29.889999999999997,2760.0,2928.0,5688.0,27.74,31.23,29.43,1072.0,1204.0,2276.0,37.3,39.739999999999995,38.55,1386.0,1563.0,2949.0,70.64,62.870000000000005,66.3
24,?,?,Black Creek,-79.52197932,43.76489024,1,3.45541752,7764,9837,17601,35.83,41.31,38.7,900,716,1616,61.48,49.86,55.72,1060,1212,2272,22.28,25.35,23.82,2360,3592,5952,33.1,43.73,38.79,1874,2304,4178,32.92,38.87,35.96,633,849,1482,43.06,46.85,45.16,937,1164,2101,81.34,70.89,75.2,8345.0,10553.0,18898.0,36.97,42.55,39.89,1144.0,980.0,2124.0,66.67,57.989999999999995,62.36,1248.0,1291.0,2539.0,24.44,25.72,25.07,2363.0,3559.0,5922.0,31.089999999999996,41.010000000000005,36.38,1918.0,2623.0,4541.0,33.54,42.97,38.410000000000004,657.0,874.0,1531.0,47.89,50.81,49.510000000000005,1015.0,1226.0,2241.0,95.75,77.01,84.5
23,?,?,Pelmo Park-Humberlea,-79.52828220000001,43.7175146,0,4.27815093,3925,4308,8233,35.61,36.8,36.22,373,306,679,63.65,48.88,56.02,521,477,998,27.310000000000002,25.4,26.36,1196,1540,2736,31.06,38.44,34.83,968,1068,2036,30.89,32,31.46,370,350,720,46.84,37.63,41.86,497,567,1064,65.92,60.97,63.17999999999999,3413.0,3807.0,7220.0,39.18,41.25,40.25,284.0,279.0,563.0,68.6,63.989999999999995,66.24,425.0,484.0,909.0,28.15,31.110000000000003,29.65,1114.0,1237.0,2351.0,39.480000000000004,42.63,41.07,779.0,942.0,1721.0,29.71,35.1,32.43,349.0,292.0,641.0,51.17,38.519999999999996,44.510000000000005,462.0,573.0,1035.0,70.0,64.09,66.6
22,?,?,Humbermede,-79.54236711999999,43.74342952,1,4.42372537,5886,6686,12572,34.02,36.39,35.24,691,521,1212,59.470000000000006,48.239999999999995,54.06,832,759,1591,24.119999999999997,22.06,23.09,1799,2448,4247,30.46,36.97,33.9,1472,1580,3052,32.42,34.77,33.6,478,545,1023,38.24,38.06,38.14,614,833,1447,61.77,66.43,64.37,5948.0,6462.0,12410.0,36.18,37.4,36.81,760.0,635.0,1395.0,66.55,56.9,61.779999999999994,863.0,800.0,1663.0,26.060000000000002,24.380000000000003,25.22,1801.0,2297.0,4098.0,32.160000000000004,37.53,34.97,1454.0,1546.0,3000.0,34.13,35.8,34.97,426.0,434.0,860.0,36.35,34.61,35.45,644.0,750.0,1394.0,67.65,63.129999999999995,65.14
21,?,?,Humber Summit,-79.5561747,43.75891976,1,7.97063876,4424,5084,9508,35.46,39.56,37.54,328,321,649,50.0,55.54,52.59,504,510,1014,22.64,22.77,22.7,1354,1600,2954,31.58,37.49,34.53,988,1253,2241,31.31,40.45,35.83,368,467,835,37.25,38.03,37.68,882,933,1815,75.90000000000001,64.88,69.81,4924.0,5076.0,10000.0,37.29,37.55,37.42,375.0,320.0,695.0,50.269999999999996,42.55,46.4,604.0,501.0,1105.0,23.91,21.52,22.759999999999998,1434.0,1543.0,2977.0,32.72,34.21,33.480000000000004,1123.0,1212.0,2335.0,33.56,37.269999999999996,35.39,470.0,548.0,1018.0,45.28,41.519999999999996,43.17,918.0,952.0,1870.0,78.6,70.21000000000001,74.09
8141,0,1,Woodbridge South East,?,?,0,4.39960007,2022,2244,4266,32.39,34.32,33.38,135.0,101.0,236,51.92,42.44,47.39,157.0,185.0,342,16.85,19.98,18.41,437,447,884,22.07,24.27,23.13,448,494,942,27.79,29.51,28.67,253,307,560,35.53,35.53,35.53,592,710,1302,79.36,71.43,74.83,2167.0,2458.0,4625.0,32.519999999999996,34.72,33.65,116.0,92.0,208.0,39.730000000000004,39.32,39.54,183.0,197.0,380.0,17.94,19.86,18.89,461.0,515.0,976.0,23.1,25.78,24.44,474.0,559.0,1033.0,26.839999999999996,28.43,27.68,315.0,299.0,614.0,39.18,34.05,36.5,618.0,796.0,1414.0,78.63,78.66,78.64
8142,0,1,Woodbridge East,?,?,0,11.64308491,5152,5313,10465,30.07,30.09,30.08,287.0,256.0,543,42.46,40.89,41.71,495.0,450.0,945,19.82,19.07,19.45,1371,1396,2767,26.06,27.3,26.67,1181,1334,2515,24.61,24.92,24.77,740,827,1567,33.64,33.7,33.67,1078,1050,2128,63.41,60.07,61.72000000000001,4915.0,5249.0,10164.0,28.860000000000003,30.04,29.46,284.0,236.0,520.0,47.97,40.269999999999996,44.14,520.0,466.0,986.0,19.580000000000002,18.990000000000002,19.3,1244.0,1421.0,2665.0,23.830000000000002,27.2,25.52,1172.0,1436.0,2608.0,23.57,25.72,24.71,783.0,751.0,1534.0,37.36,35.489999999999995,36.42,912.0,939.0,1851.0,61.04,62.19,61.620000000000005
8143,0,1,South of Maple,?,?,1,32.35510722,3576,4270,7846,31.25,35.56,33.46,261.0,212.0,473,58.52,43.62,50.75,335.0,363.0,698,22.759999999999998,25.380000000000003,24.05,1038,1084,2122,25.65,28.48,27.02,787,940,1727,24.07,27.81,25.97,365,470,835,31.57,34.92,33.37,790,1201,1991,74.95,76.99,76.17,3263.0,3549.0,6812.0,31.589999999999996,33.57,32.589999999999996,225.0,143.0,368.0,58.589999999999996,37.63,48.17,350.0,305.0,655.0,22.44,20.330000000000002,21.41,792.0,850.0,1642.0,23.71,25.630000000000003,24.669999999999998,946.0,990.0,1936.0,28.75,30.24,29.49,409.0,500.0,909.0,40.42,44.25,42.44,541.0,761.0,1302.0,72.72,78.28999999999999,75.87
